x_pos,y_pos,radius_i,ID
nan,0.0,5.000005846084075,0
nan,0.0,5.000005846084075,1
nan,0.0,5.000005846084075,2
nan,0.0,5.000005846084075,3
nan,0.0,5.000005846084075,4
nan,0.0,5.000005846084075,5
nan,0.0,5.000005846084075,6
nan,0.0,5.000005846084075,7
nan,0.0,5.000005846084075,8
nan,0.0,5.000005846084075,9
nan,0.0,5.000005846084075,10
