x,y,r,a,f,inhibition_value
57.62506301448908,11.350530769273272,5.836413788932814,0.9096833184481594,0.24978437729281242,2.0
-88.86160581785985,88.30628147978186,7.297969250393997,0.9185754871693157,0.2951381408940646,2.0
-6.582789286843819,-12.430538931669146,6.006083118557346,0.8500537575803746,0.20137575445942804,2.0
-27.317135194588477,35.06095035933217,5.834708713939172,0.9107576917927306,0.28329230177526016,2.0
-64.10870518080155,-40.8886924215042,5.552072416959464,0.845580660474446,0.19250580008112372,2.0
83.29838863756568,87.7288630868892,6.415482406480507,0.9154325737790098,0.25124367428460914,2.0
66.67165997058737,-197.83089874679348,6.246919712256055,0.9023408434172129,0.24801075602443587,2.0
49.34139796583915,15.319620823177509,4.618042412771156,0.850006502515445,0.19891482390330845,2.0
17.36632854199513,-84.80530224352715,6.587899078786374,0.9080475821452629,0.2334743135292363,2.0
-31.038045148846226,-12.381622019783007,8.200128174278612,0.8963309494735194,0.10897647782984296,2.0
6.050204015657626,75.35520354370662,6.633465781598207,0.8550762140587596,0.10040656212676081,2.0
104.68916485861232,68.3198392729485,5.516925278867911,0.925073170990189,0.278795893637336,2.0
-69.81413321704918,19.441967059731592,5.379243537131394,0.8889322284728993,0.1912412375207109,2.0
12.294880441066068,-18.9822752361173,7.463266824550957,0.8792394004149966,0.1570334713322672,2.0
-7.77154951211342,8.492005737142795,6.474007696837043,0.9424071724538959,0.2803527710263395,2.0
69.51702566420151,-46.52478841037918,6.024102968784598,0.9100324511134356,0.30628086618222866,2.0
-23.571417759634187,68.92978431588668,6.346633216102228,0.8936948849941344,0.18733372297794476,2.0
126.90750669282254,-35.688679315221535,5.973981642924018,0.9063544301359187,0.22280762673690996,2.0
-109.62387494619182,-10.083617041732664,6.932831175939349,0.8767766915933481,0.15169473298089467,2.0
10.745377921774553,43.261110494561734,5.487569994654773,0.8785717479165439,0.2811773846740615,2.0
-5.211489634533191,-2.2854981949434605,5.610290468258374,0.8540017383326413,0.20652768654572776,2.0
102.77559181830301,-94.25978644810219,5.607453437542296,0.8979716202756559,0.19621743347797888,2.0
11.47183158745472,-44.796335247898774,6.5284659988428055,0.9054084826043506,0.2556805556063141,2.0
-52.03160295985644,5.650589815238399,6.5029172831060205,0.8602418786938951,0.12458396088922974,2.0
-35.32325289124385,53.44659627541484,7.595221719519808,0.8922108072488196,0.11062071956041042,2.0
108.68767295851292,111.31945015310966,5.405858496841101,0.8954424462552089,0.28347895187615163,2.0
4.118219212216456,36.026401021788914,5.863169866516113,0.8232294386843743,0.15617440908560792,2.0
-22.213448201265127,-40.76160043855074,5.80406449301969,0.8960637400988731,0.19389035042149508,2.0
-70.0042498003394,-105.10755144158857,5.616958128497958,0.9214339159718533,0.30533535236935083,2.0
-38.290838090354875,-50.737234687655906,6.998830482517869,0.8753092202053491,0.15057627787105762,2.0
181.54945177454294,57.283812971785395,6.418096548617086,0.8625101790332147,0.12976649645451707,2.0
79.65171575986274,-31.07713049129634,5.373468711358902,0.8721388689290492,0.27543716365115245,2.0
25.932424355983002,-16.92178803805184,7.5687209468417285,0.9164106225008753,0.22189629924945767,2.0
26.142579609657684,31.68734732401244,7.8450826994696525,0.8975955688280441,0.1386305436286104,2.0
